region,site_id,lat,lon,veg_cover_pct,ndvi,grass_biomass_kg_ha,bush_biomass_kg_ha,bush_encroachment,livestock_density_ha_lsu,carrying_capacity_ha_lsu,grazing_pressure,tenure
Kavango East,SITE_0235,-23.289044928610117,16.100281186497607,20.876376548308524,0.5732199302252745,589.3381649121334,614.155435593736,Moderate,32.512913059945795,15.426091034020061,Normal,conservancy
Erongo,SITE_0236,-22.3832719264724,14.942323334769918,59.98914176670546,0.6400425211376426,1761.6856022088627,819.4503844567168,Moderate,25.85889056087808,28.834016769805185,High,conservancy
Oshana,SITE_0237,-26.00376658891458,13.423888234656271,31.26981669749722,0.481392594623561,1948.6134673197935,1907.6310718940936,Severe,42.818637030643494,24.118407806646232,Normal,commercial
Otjozondjupa,SITE_0238,-27.837922797531053,12.84465828485274,68.76309219122831,0.3501666488859617,1063.8376003744866,1924.658262081683,Moderate,39.773447451609805,30.785266869984547,Normal,conservancy
Omaheke,SITE_0239,-19.502482832093563,14.306530962273357,50.934486904565134,0.19686752188494477,589.2394441576141,808.4604037109001,Severe,23.368929678319855,10.955074176093378,Normal,conservancy
Kunene,SITE_0240,-23.939526523269613,18.853506488570027,66.23131828201207,0.6949394323754818,331.6328666259012,4136.7901787919745,Moderate,49.57550277698742,42.50794839870318,Normal,commercial
Omaheke,SITE_0241,-19.396586796657395,20.28008465875589,59.5733818606107,0.637232475307915,1996.1037623588245,736.0939359988672,Severe,12.227295000688406,21.710101365981053,High,communal
Hardap,SITE_0242,-20.789864298989606,16.89672397806416,14.464794044728508,0.5278099706161976,1875.5291223908566,4791.922368486066,Severe,46.09100279727143,26.841308958012764,Normal,conservancy
Omusati,SITE_0243,-17.89349349238293,12.26825836049214,51.212231693976285,0.2082592743268862,1324.376503111963,1288.2416772783947,Low,13.590497244503512,14.516724282240139,High,conservancy
Zambezi,SITE_0244,-22.21856254956061,19.112757669414684,79.49735848149442,0.5511265592260228,530.8693515858546,886.7986237727994,Severe,34.79044880757087,19.61348277755325,Normal,conservancy
Hardap,SITE_0245,-24.608292257712588,13.995468486147482,48.718212195232546,0.6394626528178706,141.78552607047595,1898.790604479005,High,39.46029680999638,13.019445091696515,Normal,commercial
Kavango West,SITE_0246,-18.084631056272535,17.037866333501313,34.41158762830355,0.33774302995187455,312.5579900995687,4581.2094999971305,Moderate,29.998331999068828,28.487468549386918,Normal,commercial
Omusati,SITE_0247,-18.289318840106514,13.179040435323039,73.61632147234087,0.6602199992198617,1581.377476213915,809.6508236825393,Severe,41.26091988148056,30.672172166887368,Normal,conservancy
Erongo,SITE_0248,-23.596482605440148,20.31055206161955,10.775374809536133,0.10270907567559256,355.410319531946,1992.7057073177148,Moderate,30.34344437431451,31.123433259318737,High,commercial
Oshikoto,SITE_0249,-17.413132454522714,18.440774233542015,60.93565669413904,0.24599948421710643,295.77710484676004,2305.006418084546,Moderate,11.69624279275948,10.709100438147612,Normal,conservancy
Omusati,SITE_0250,-26.217329408221115,20.965439519124608,62.639541526408856,0.6647053551154655,1098.4964793584631,2451.713861456802,Moderate,11.303672439669986,22.290082600692227,High,communal
Khomas,SITE_0251,-22.86233493617454,11.591066259790042,69.22023187263127,0.6933014223672385,1783.5040442373368,4633.015480967044,Severe,31.429492707449175,32.35637732688022,High,communal
Oshikoto,SITE_0252,-24.50818598006119,20.81670578683636,64.59622002771789,0.16176022799613862,1781.4829115076927,1001.3519826217863,Moderate,34.094581952057084,23.496331085972002,Normal,commercial
Ohangwena,SITE_0253,-20.707931961634838,16.12818750642285,42.04065887984756,0.11205880663747421,657.5847394280623,3827.6313621528407,High,31.788908407135928,39.13988208150248,High,communal
Oshikoto,SITE_0254,-18.18864692687829,19.69880380482133,49.43885045355542,0.6630172139563808,1170.7033858826321,2133.7557676123934,High,28.574049089281623,21.68772930133029,Normal,communal
Kavango West,SITE_0255,-27.742735952698467,19.310379809700848,57.19328118938281,0.39097852944059586,645.1162119300609,2032.4415815205323,Severe,18.760278981610476,12.969394828439212,Normal,conservancy
Kunene,SITE_0256,-21.92458783378776,12.426707475342006,46.6869981144426,0.3321500454490355,1984.9130103120417,1850.6399086063184,Severe,6.326894964633746,15.9524405543503,High,conservancy
Khomas,SITE_0257,-19.954841537369802,13.746704112683712,54.30768314768752,0.4051146368538572,244.83773592170024,2165.761653253151,Moderate,12.510304948106526,19.73692557787735,High,commercial
Kavango West,SITE_0258,-27.69649445745208,19.79172140115017,77.49557798524187,0.33419350303009454,1755.5567273427685,2295.4474743773435,Moderate,20.894219109005668,18.885179188980462,Normal,communal
Kunene,SITE_0259,-17.070286076176718,17.558407909226087,53.98319067442132,0.25845561139213397,738.1989662895412,4586.136013484269,Low,47.70911398034154,31.189757521515038,Normal,commercial
Otjozondjupa,SITE_0260,-23.44327468210156,18.86771126769655,42.2850547202808,0.20876403723482062,1065.372587853456,3699.522238409168,Moderate,12.420791274510858,26.26287834326642,High,communal
Otjozondjupa,SITE_0261,-19.4821046937166,12.321276564624235,57.654466628094184,0.10899266657717276,1830.3530184881515,2626.2715401594114,Low,7.359503302483412,25.706937907221175,High,conservancy
Oshana,SITE_0262,-19.82117065631371,14.928498771129192,20.298179116124285,0.6789213461225048,1856.3001597381756,2439.315872482528,High,30.62399927258536,30.95815729548373,High,conservancy
Zambezi,SITE_0263,-17.212102896499868,20.635671705193797,16.581684443137803,0.3604032929531691,1860.1257199973452,4657.470261296047,Severe,31.24706945883096,22.44844312057844,Normal,conservancy
Otjozondjupa,SITE_0264,-26.794749985864808,17.03250021318404,19.574883449308338,0.28354146115865736,1572.6358019322706,961.9479633096344,High,18.240881657663053,29.95748125920882,High,communal
Khomas,SITE_0265,-18.335860136836764,17.348443323137396,62.95777726126861,0.5657241239853255,909.1752391950803,4364.223161441887,High,34.411365332417034,13.441629692524447,Normal,commercial
Otjozondjupa,SITE_0266,-20.963761870482287,18.280612381903182,53.76397738514246,0.5581984277429866,1660.4737975257356,628.1971395648213,Severe,47.38856379352366,22.339464202541578,Normal,commercial
Omaheke,SITE_0267,-19.08115792794902,13.182612080049696,30.257574601067112,0.5804755614529442,621.3638801060808,4815.0760070534625,Severe,30.02752317590025,21.63213145010872,Normal,commercial
Hardap,SITE_0268,-27.981760613559636,17.566798087350534,39.275077352151186,0.6248470092645125,355.26601614234096,608.974433373254,Moderate,35.53247825176999,27.680523104707714,Normal,communal
Omaheke,SITE_0269,-17.451909218242303,20.30472703876061,17.536191008940463,0.5109609170403046,1723.9586562252712,2133.4948856301194,Low,16.28188244058206,37.58739175548718,High,commercial
Karas,SITE_0270,-23.738290609022627,15.497621871570338,16.97153335955921,0.5046511118103427,271.29470600572677,3740.4025900415595,Low,43.986163402955974,44.33320109719651,High,commercial
Omaheke,SITE_0271,-27.279541467335747,20.621066448765486,38.39901426823554,0.24598660818839446,1558.509464522328,4658.440387675935,High,12.516892013948585,44.942792677711516,High,communal
Kavango East,SITE_0272,-18.091639669256015,14.180452264372454,13.41914510358799,0.15297057334319142,1908.613386755283,4822.3724162341005,Severe,22.993675077992208,38.932228471983365,High,communal
Karas,SITE_0273,-22.559925777257387,15.17040288607351,47.358120961583936,0.11100809685861697,561.3165428078171,4373.984603377005,Moderate,14.653586917680695,38.546688016896084,High,conservancy
Kavango East,SITE_0274,-17.401937235917003,14.295989797614912,72.16248973017096,0.4958950542770868,1632.711591333733,1892.4019076255377,Low,23.329755837256197,38.03428475709809,High,conservancy
Kunene,SITE_0275,-20.097776718385482,12.0429841502305,39.02491104936185,0.5722926096607402,632.6647856263801,3936.9318283399393,High,28.80234850790402,15.390884881864224,Normal,conservancy
Omusati,SITE_0276,-19.218227263785195,17.27542422313141,26.702952451792285,0.2869823996026213,380.402614793485,4070.515471780529,Moderate,36.52042065249313,44.24885483464075,High,conservancy
Otjozondjupa,SITE_0277,-25.288177978085443,15.861986988984702,69.3729107298868,0.5624510262703343,1524.85382173967,4608.270560018266,Severe,40.2266066051032,34.88907378507471,Normal,communal
Omusati,SITE_0278,-21.39717450270719,19.84050785527579,37.57635016779711,0.5283242761849993,1345.673878370053,2265.9213965607923,Severe,37.816078737522616,24.58240477540521,Normal,commercial
Omusati,SITE_0279,-18.755679970693553,15.497172867299295,39.77824171573223,0.21477063451605485,1551.2590349106772,3337.4081374394177,Low,29.086209283049758,24.717321073042434,Normal,communal
Omaheke,SITE_0280,-19.748332035527163,17.58804144358689,67.54173053216053,0.6397693033739094,909.515093484567,3203.126906344273,Moderate,38.51455853602486,42.98242396945537,High,conservancy
Karas,SITE_0281,-27.415839458512202,11.677566639399744,77.81362808547505,0.5751632400253072,1177.2313829225332,1778.2899425383755,Moderate,19.77139896009073,29.24849549233933,High,commercial
Khomas,SITE_0282,-22.229648220215495,14.171640112399771,31.25349999308646,0.2081303376732997,402.2610825098134,1216.3626418117133,Low,40.40517673337169,32.424778506934594,Normal,communal
Omaheke,SITE_0283,-24.94061481727534,15.00483696699122,68.43624857684762,0.28651506675717375,703.7303443231757,2567.7145428307517,Low,14.590252667352372,20.213617241613978,High,commercial
Kavango East,SITE_0284,-18.483653040150216,17.55334676166673,70.90176866555998,0.37799368090525975,688.9114468950336,3486.450465888155,Low,10.223715016510933,13.614686713440214,High,commercial
Kunene,SITE_0285,-20.14794283316411,17.97031672019336,49.191673256486105,0.6876751003994419,1244.6912807769486,4918.454520000943,High,19.318428082845042,32.63813138345289,High,conservancy
Ohangwena,SITE_0286,-21.76163420466938,14.544883495397347,49.71713162265182,0.5080928359068271,1644.2844414593353,1381.100538996418,Moderate,31.121848753842343,15.513984791155352,Normal,communal
Omusati,SITE_0287,-24.39459248507209,11.195457959360148,45.24202307987703,0.17104330387058747,747.1455802231967,2189.324333773734,Severe,8.7678874686092,14.865730717475005,High,communal
Kavango West,SITE_0288,-20.80479810025763,20.236515490197363,45.16088487134484,0.1310785703219161,1786.1673545300555,3942.708992523606,High,40.853633194888154,16.080045712975547,Normal,communal
Omusati,SITE_0289,-18.427012648759032,15.218472169418886,34.75313567059528,0.6854379321572891,1539.5256876849357,915.2216269612991,Low,40.77132651036708,15.945765787471988,Normal,communal
Oshana,SITE_0290,-27.365647299893357,19.5356648516848,12.092485383563734,0.6157783758422917,1024.6027739886422,1969.4676234813426,Severe,21.363375367708436,11.80191926268318,Normal,communal
Oshikoto,SITE_0291,-22.41896469846435,16.84958777062788,55.98196409263583,0.18980095332044444,635.4335866178778,1079.9559082996875,Low,19.369004243425977,36.19237434085986,High,commercial
Omusati,SITE_0292,-20.878411872301065,13.05768678510255,69.65465746704082,0.48900556246739535,929.9586054019294,3898.4164674283975,Low,7.064436147109506,15.751686806854039,High,communal
Omaheke,SITE_0293,-22.812324092053988,13.581750403051684,16.726650518903057,0.6033989751879825,1104.4611532738868,2455.395092364492,High,11.79296459104286,41.11863571984408,High,commercial
Oshikoto,SITE_0294,-23.43538348147652,17.72188169268303,10.746104375974138,0.4904405008044226,1695.5815429908023,2753.3487217880675,High,23.981161769216975,20.36404700599759,Normal,commercial
Omaheke,SITE_0295,-18.80111832064698,13.288113189180688,11.066685368388615,0.1761715410076567,1823.17836388914,3426.8482023548613,Severe,16.0900905146381,38.517918619318294,High,commercial
Oshana,SITE_0296,-26.42546428715327,15.157145359102648,19.74384209283651,0.6241358147294799,1707.4578356464688,628.0947991461768,Moderate,7.117231583392348,28.275222533545687,High,conservancy
Kavango East,SITE_0297,-19.456506913612802,20.12686498867878,47.02898961633675,0.4596280770293053,1870.2532403639457,3559.791356324107,Low,23.486656161307682,15.250190211087606,Normal,communal
Omaheke,SITE_0298,-21.71340048012849,19.896779567113583,50.43536404701575,0.279096087819232,1197.732433197858,3190.4649868157558,Moderate,12.676590920354316,40.736228199535574,High,commercial
Omaheke,SITE_0299,-19.932437099663325,12.07913651180368,77.10066783916733,0.29167430257236066,203.65379583587873,2427.281740265827,Severe,11.112807655620086,40.75578714508508,High,conservancy
Karas,SITE_0300,-21.205031920827373,17.48811592303059,32.56612637063386,0.10218529743145946,920.5583077099436,4006.1329445020892,Low,19.855539731393606,27.320631041386218,High,commercial
Khomas,SITE_0301,-18.072348202200832,12.09104203684508,35.96062475346467,0.5811967372964766,1746.550390387469,2870.631053497528,Low,32.91894854750082,30.556609562948722,Normal,conservancy
Kavango East,SITE_0302,-19.27415579942103,19.080996278018315,34.77009870112063,0.1288227486018311,802.4796448939709,3186.9489211768673,Severe,19.291392375547076,24.423828695487273,High,communal
Khomas,SITE_0303,-21.081122832463727,16.42070091019643,33.0966737664164,0.684844346252552,931.453861103278,4057.681952571989,High,22.120108929240935,22.612405037756332,High,communal
Kavango East,SITE_0304,-21.857165030441276,20.49004004872534,59.40372778050654,0.4198102021855261,1022.6896409319464,2626.03049255882,Severe,31.15543439955048,39.71684380601418,High,commercial
Erongo,SITE_0305,-25.28594887661462,20.46680913772152,60.66129373817448,0.5042453443093206,1012.5815262738257,1492.073598063424,Severe,35.92976477858707,26.988931905532297,Normal,commercial
Omusati,SITE_0306,-27.81245998091106,20.161988042876775,78.2044202098854,0.6607410254463678,981.8962061678627,2615.0580136591275,Low,46.70373088596948,15.959655345309256,Normal,conservancy
Kunene,SITE_0307,-18.12911609632695,20.436624058790258,44.83843538918608,0.6662185077098178,1597.6219854685635,4029.7516119457946,Moderate,49.39329204974512,14.343717992946537,Normal,communal
Khomas,SITE_0308,-25.246670933973437,16.238190993568182,47.0071705480174,0.2826227869542892,766.8824235821291,2790.0563690109843,Low,19.403144290607905,23.13471414147474,High,conservancy
Zambezi,SITE_0309,-27.06221025563887,14.31922134178622,64.4269469435423,0.22060047751989387,233.47238967016705,2144.309465371067,Severe,41.25951657746832,13.142563214486565,Normal,commercial
Ohangwena,SITE_0310,-27.878283321734166,12.705285395497423,74.78619630456102,0.4464828434376501,1292.3224836650966,2365.6614733912984,Low,27.47186164745041,33.11850765142755,High,commercial
Kavango East,SITE_0311,-24.630180221089518,20.829613407762494,36.68537516906453,0.6133705162798392,1106.1428273473894,1767.5300398750967,Low,15.995251010443779,36.39146003622572,High,communal
Otjozondjupa,SITE_0312,-19.70823057722226,16.37721332038351,40.09651272292405,0.12365982964347424,1392.2893173303385,699.8817390589429,Moderate,29.042940872873228,37.52265658019766,High,communal
Kunene,SITE_0313,-24.776728592948437,19.764307186260133,23.444675463545746,0.5953577066213256,922.3037385410851,3540.0693897522074,Low,48.45488041078596,35.88988796413078,Normal,commercial
Omusati,SITE_0314,-22.74982659140593,14.114837876991682,10.684694181448783,0.1626838830981558,1228.7138021838662,2481.76693425729,Moderate,39.98234483951603,25.694951210463262,Normal,commercial
Kavango East,SITE_0315,-18.4740710510842,18.389633022093303,19.5624910427123,0.5747196685917954,869.3798744496756,4240.438588490195,Low,15.171146783289698,35.01877042147616,High,conservancy
Oshikoto,SITE_0316,-25.309499984271987,18.110042913223865,18.7351811900323,0.16336672032339228,689.6064076748514,3984.127035792592,High,8.776186885542229,33.61975335840345,High,commercial
Kavango East,SITE_0317,-26.763556205575025,13.4059438312769,79.12781492653059,0.3653901846289924,559.7935066829093,2395.567367141836,Low,48.66974787366875,12.90344124303559,Normal,communal
Ohangwena,SITE_0318,-26.87569101916891,19.907401894174853,62.72457733448611,0.3752453208536447,731.7033539057132,1472.4369500174967,High,20.091154346720415,27.878049400628868,High,conservancy
Erongo,SITE_0319,-17.215857819562146,15.495035902698202,32.19579308264623,0.6118436373613909,1215.6174025549515,1022.1567431694323,Low,44.27215821647042,27.253735422421787,Normal,conservancy
Omusati,SITE_0320,-20.841526025962835,19.08719799006119,54.56258648040856,0.28538662152959954,747.3170179966892,4955.790599950746,Low,9.066050357802826,30.486181259038535,High,commercial
Oshikoto,SITE_0321,-25.81912023743253,12.49944689624854,12.178370152091997,0.4205924550352751,489.689687194958,2710.7128570292416,High,18.980548090180854,17.017826723789014,Normal,conservancy
Zambezi,SITE_0322,-20.147440780256613,12.331516621709142,24.718547050047412,0.6805530919445357,1384.4651955640566,3354.5150341409503,Severe,48.50511758106865,36.640951819905304,Normal,communal
Oshikoto,SITE_0323,-25.804076107444644,16.098633013450105,40.1398817329979,0.18721749298007734,1389.1840930602857,3299.255635424759,High,47.42386973116718,37.62800490525824,Normal,commercial
Karas,SITE_0324,-18.079148454664445,16.18303030331925,67.74647642079836,0.6952371136316222,1549.5139325842013,3821.7381687743073,Low,30.250505581929673,43.01205393029893,High,communal
Khomas,SITE_0325,-23.405826686346845,12.804840844343845,70.99067279896981,0.5988743152752564,1356.339157042331,4003.2224804382554,Severe,48.16394640326707,42.93380920034048,Normal,communal
Hardap,SITE_0326,-25.612516787352504,20.614026230808282,72.0492526407751,0.43670908277151,1515.6786953450874,1527.8062941715523,Low,25.75377507095261,33.56800143606004,High,communal
Kavango West,SITE_0327,-18.942511786959358,11.778433776251733,23.504067147592767,0.20378429967108652,1218.9877039086853,2859.0432490384023,Low,22.22885997333569,22.44820806431752,High,communal
Oshikoto,SITE_0328,-17.41213192473284,14.749401383110198,13.712493755910586,0.3447423898217352,518.2885396640436,2241.697124873658,Low,14.449529640867146,10.996931515599007,Normal,commercial
Karas,SITE_0329,-25.046441252593468,14.981477948863962,59.41588647935832,0.2696642793550678,1104.9366655654198,2583.0911398138155,High,38.41700541908454,24.23508397278758,Normal,conservancy
Erongo,SITE_0330,-23.60596549453576,18.554721177688734,38.5809108255976,0.35178096254730706,692.4225094755354,907.9175945770153,Moderate,32.83274484883035,22.353357023934116,Normal,communal
Erongo,SITE_0331,-20.236654560835703,14.411450660096545,23.522363877083585,0.6321671692212116,248.6228547018254,4658.231918756234,Severe,16.705860973604384,25.039770902818983,High,commercial
Kunene,SITE_0332,-25.415476133165356,16.07937251051507,54.31249237070985,0.4280488772959954,1344.0464097940178,634.6594298054014,Moderate,8.064357666706027,21.793598006883073,High,commercial
Kunene,SITE_0333,-25.556255302437496,12.201949039584289,50.18883114671142,0.24299409374561814,1871.2628919210033,4858.872713975208,High,43.70522029892439,16.38763364054592,Normal,conservancy
Omaheke,SITE_0334,-24.226539834579356,11.35606909830899,72.69786722788822,0.6362025615971284,618.5018063522967,1347.287829972377,High,10.730982142748363,34.336981809006566,High,conservancy
Khomas,SITE_0335,-21.459206477321178,19.249913804341347,76.1453769736542,0.6617087889216592,331.2636081131386,1298.7975957926715,High,37.18760608942236,40.08103715838257,High,commercial
Otjozondjupa,SITE_0336,-25.49299300467383,17.29576515826688,78.76162475089075,0.3171927350037852,434.9118492004799,2770.927147539168,Moderate,37.6554553663922,37.947174153653016,High,conservancy
Erongo,SITE_0337,-19.60601535421501,13.424434476307155,27.203460537512555,0.17935312169310175,1493.9517858404145,2822.457425429586,Moderate,47.92881044190808,32.87257699929489,Normal,communal
Oshikoto,SITE_0338,-18.54621358959135,15.827511372641721,33.492627761246,0.5872577078075356,232.7106922711658,4822.340182462408,Low,12.664465620502039,16.303612424068564,High,communal
Ohangwena,SITE_0339,-20.99398354970486,15.422693474075347,74.51674746533725,0.5939877150331759,739.5106919170665,2529.967294455563,Low,13.797028725339029,33.85589744722038,High,conservancy
Kavango East,SITE_0340,-24.900036658608517,18.746103497004047,57.996607832868,0.47508933234165773,1745.3956535019645,4593.349982431819,High,44.084318054687486,14.158364423456844,Normal,conservancy
Kunene,SITE_0341,-26.986141197075792,18.621489998311212,79.60946652835717,0.4097787422507375,1099.472982213274,4002.536126599033,Moderate,34.375735007470084,44.5810308496377,High,communal
Ohangwena,SITE_0342,-26.468746977598183,20.380014557376825,18.79982472630664,0.6818420497684315,1447.2585699961585,1206.5599269473346,Low,20.94714090541746,31.007873127653568,High,commercial
Oshana,SITE_0343,-26.63622596014064,19.073736797563498,38.661070791186546,0.4320240508419415,1593.6766091322345,2743.304396533811,High,13.272128672431764,37.20689620579152,High,commercial
Zambezi,SITE_0344,-23.337694448086538,18.921210915438586,73.89230565782454,0.275955179718934,1531.5715310619282,1962.7807389646616,Low,23.30393122996425,38.529277412560475,High,communal
Kunene,SITE_0345,-24.28642706941295,13.388725814521102,45.49946275938699,0.6438039092874779,777.273777362525,2987.942370670298,High,36.81124946312233,11.160023271195834,Normal,communal
Kunene,SITE_0346,-26.15185957321461,14.14015394056317,54.77135419443183,0.3294796544203812,132.63671177887187,3337.683308853749,Low,5.4083602521833845,19.94116524055405,High,communal
Erongo,SITE_0347,-27.129722600608655,17.75973647505428,23.072095157636056,0.29928448834612575,502.41085805350167,4769.799378929039,High,34.11376316517678,29.41399067775404,Normal,communal
Kavango East,SITE_0348,-23.093447810652876,16.814528800169885,57.68145004520471,0.16137562349053752,1058.7551113023064,1506.5607062964502,Moderate,40.201970558736136,25.902972249320207,Normal,conservancy
Erongo,SITE_0349,-21.955204932788227,20.971820351023577,13.920165176624764,0.4200781120159609,798.7651719579397,3449.6587277763742,Severe,18.029759289149574,39.96294564307904,High,communal
Hardap,SITE_0350,-27.26054472779345,11.411590135622205,54.19364109761518,0.5380423109386968,1584.8686816545205,2169.708581940292,Low,10.863669972651477,13.545214246918714,High,conservancy
Omaheke,SITE_0351,-25.404490088817,13.23761276703311,42.77689813150137,0.11770127424201882,480.7893227080394,1012.3751929256273,Low,37.433243577780274,25.407795713677608,Normal,commercial
Oshikoto,SITE_0352,-21.90524297711695,17.387856350413973,72.16442850973374,0.690272181988724,1765.6477807076599,3127.730323192489,Low,11.57726551266789,42.216806506919916,High,commercial
Oshana,SITE_0353,-21.569360994945086,18.196313944673747,74.16012927269118,0.2811659281546131,1771.8563560129478,2043.7292417420344,Low,9.471963444125707,38.270576421640456,High,communal
Hardap,SITE_0354,-21.221370386179416,12.542743724365824,48.21019554993242,0.5893030982714224,1102.6753052021068,3134.3134545082144,Low,35.27462966251683,17.5978912038798,Normal,commercial
Kavango West,SITE_0355,-26.940555266447635,14.024867776069794,66.13022469991901,0.24594680003710484,709.4869105846382,3195.29446551515,Severe,39.21420372294177,25.505908039838737,Normal,communal
Oshana,SITE_0356,-27.294925657530325,15.811247482140699,20.049792529164776,0.5835071754268741,1344.0767971170253,3273.7036783804633,Severe,44.82450486128943,19.469615364357157,Normal,conservancy
Kavango West,SITE_0357,-19.836296968183383,14.682182810831973,32.485624556738586,0.33259859464958896,1375.0557881842108,3511.256428194623,Moderate,48.717585960417765,35.647735411132345,Normal,communal
Otjozondjupa,SITE_0358,-20.023408448181918,11.354674449811675,18.069425395111708,0.43912407525944464,315.144506724994,4996.818825634199,High,28.119191445196815,10.34830797860937,Normal,commercial
Otjozondjupa,SITE_0359,-21.530189242995736,16.188797147639384,45.54770054687491,0.25679557989539653,1673.218288897869,3448.074315722875,High,10.964216279069017,40.90148091714242,High,commercial
Omusati,SITE_0360,-23.62369203974368,16.759395146378147,60.82176271408264,0.3577656629928865,516.8475588249548,585.9345706961584,Moderate,24.907094550473303,23.310869289767062,Normal,communal
Otjozondjupa,SITE_0361,-25.11735024762908,14.666029198840619,53.86771519146489,0.47491545415803393,1851.359147862406,4224.558659272725,Severe,6.245038653932602,43.848783859281134,High,commercial
Omusati,SITE_0362,-19.01409459886034,12.60085470009053,23.327702402904723,0.491325342120005,1513.044752620884,3684.4372627580583,High,35.40020802542558,11.684936978373425,Normal,commercial
Khomas,SITE_0363,-21.005938218534606,20.7816083589736,59.45011579387856,0.30011945229943243,1648.4432148048566,2507.080350294794,Low,29.9758320534972,33.19387398617765,High,commercial
Oshana,SITE_0364,-18.733680463769055,18.433855610271355,48.27924330117315,0.24143996659616546,378.1679377757667,956.3357326989865,High,37.42937344924541,31.120420871778858,Normal,commercial
Omaheke,SITE_0365,-18.416126027777295,14.600180100602888,78.05181102096843,0.2932180966007314,1861.8059399942424,2318.568167777352,Moderate,30.87158672250096,25.04698751733295,Normal,communal
Oshikoto,SITE_0366,-22.375600457172723,19.36196187715226,15.620023554059507,0.41009319039200176,1592.7012541469276,4705.154267579364,Low,42.56134068378067,22.04653695867526,Normal,commercial
Zambezi,SITE_0367,-18.167169535543266,11.904510639476232,73.29816957683599,0.41736994356834123,1956.5538581379008,3405.0125434198135,Low,30.615442697210668,34.478421892315126,High,conservancy
Zambezi,SITE_0368,-18.93536289838095,11.661525485056716,30.799901794753822,0.6312507789971312,1580.7072101558958,1481.5282949342618,Moderate,41.937490813579956,15.096166668258505,Normal,conservancy
Hardap,SITE_0369,-17.15197544705747,12.598620377783979,78.99520408659416,0.5613517397932658,1891.7942352590712,1786.6850106410832,Low,13.714715840576174,14.545646779360947,High,conservancy
Hardap,SITE_0370,-20.548672806407524,12.602313710376578,60.22314046173385,0.6458560258233723,287.902080675183,3691.2689203828722,High,27.860880415944663,33.35241783078729,High,conservancy
Otjozondjupa,SITE_0371,-21.261745395642198,15.237789989256294,55.10186984566995,0.49149832775224567,1363.754409005121,681.0433419891754,Severe,47.721868314938476,44.27881008920942,Normal,communal
Omaheke,SITE_0372,-17.841684064731567,14.559990417386434,38.94458444202803,0.5229045938643526,705.5984823463879,2164.833661441071,Moderate,8.538434879359375,37.4095631140805,High,commercial
Oshana,SITE_0373,-24.747453757657127,16.242355283964244,51.009183846850476,0.5915407491222728,1438.1551152076897,3859.5056482338837,Moderate,8.508389847380583,28.42335916179814,High,communal
Kavango East,SITE_0374,-22.565841894156065,18.119668822677003,71.77910528971053,0.4783830840597657,697.6759435500942,2833.3727448654945,High,30.310667750462223,36.61122998264108,High,conservancy
Omusati,SITE_0375,-23.32483666994641,11.715336456847325,13.451886108334103,0.17995306311274145,1178.2086556785075,923.1368461354518,High,5.275546247515763,31.842204936813616,High,communal
Khomas,SITE_0376,-27.797754561539342,20.996238286397176,17.169430534521478,0.5191314198224448,146.90443708181533,2291.610504922046,Severe,8.325989948143196,38.06642203003743,High,commercial
Omusati,SITE_0377,-24.758916722846376,17.451360066537177,14.814898858869904,0.44472161001533783,686.8485929851804,3008.147239300882,High,42.71840842126315,34.26577332674191,Normal,conservancy
Omusati,SITE_0378,-23.900465606227513,18.976382357430715,53.01235202240234,0.3563001977531757,676.2256311703486,1304.577340540011,Low,17.757707659427723,23.68784693056027,High,commercial
Omaheke,SITE_0379,-19.70106661961379,20.559232658061653,26.82031333791721,0.6290820377095805,1765.2521434353073,2080.264391683814,Moderate,9.54278711881722,39.989949594578256,High,commercial
Zambezi,SITE_0380,-25.38180431925701,14.53152950769082,40.35198134263871,0.48303088265041916,1614.5491904339326,1267.3361724046608,Severe,42.60962199207695,37.70376518184449,Normal,commercial
Zambezi,SITE_0381,-22.85089509112921,19.52373000558042,53.56781366354096,0.3470659622103197,948.0112346269078,963.0601074186145,Low,48.62556751605575,27.187804558455646,Normal,communal
Kavango West,SITE_0382,-20.04591775568064,15.316528224226303,78.16050620705366,0.505062612841705,1907.4097833923154,2164.4439496216305,Moderate,37.42290160189831,16.04883160003154,Normal,conservancy
Ohangwena,SITE_0383,-21.091536180616128,16.877918082725202,38.800542827035805,0.10541890314652276,1864.3817060380807,4187.361639039469,Low,32.063782803658256,30.607223109210736,Normal,conservancy
Kavango East,SITE_0384,-24.737531561624014,16.547214283629476,63.54370759974361,0.6174599405776606,158.7966848485138,3694.4510882330187,Moderate,19.17587459106771,43.65435555014503,High,communal
Hardap,SITE_0385,-18.05587975932096,13.847249135460821,17.320742346980463,0.18295662269301638,1548.7694520592597,4537.172645014603,High,30.279085476130735,35.721103314729845,High,communal
Omaheke,SITE_0386,-23.362365544049606,20.241186160119362,22.73452534716175,0.31686854139531767,1294.300771030528,3178.638249949823,Severe,47.09270727763747,11.736303133916397,Normal,communal
Omaheke,SITE_0387,-18.45027559583719,16.64476208466001,27.44072655060274,0.5574945217988873,1238.547128582147,4288.2511375420945,Severe,37.170135034973896,32.65987770102694,Normal,communal
Otjozondjupa,SITE_0388,-25.076634931062237,15.728621571519664,43.15007973385208,0.6571680331008135,1446.595710686947,4143.101876806989,Moderate,21.136647554339934,12.178708978289311,Normal,commercial
